id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20226576,Favoloso e ampio appartamento  centralissimo,76149567,Marisa Rosaria,,Sarnico,45.6671,9.96217,Entire home/apt,171,3,1,2023-08-25,0.10,14,120,1,
20492392,B&B IL Borghetto di Mozzo,145489358,Fernando,,Mozzo,45.6992,9.61631,Entire home/apt,65,1,52,2024-06-16,0.72,2,361,7,
20546452,Appartamento a Foppolo 90mq 4 posti letto,146713090,Paolo Stefano,,Foppolo,46.04461,9.75489,Entire home/apt,150,7,14,2024-01-06,0.18,1,180,1,
20570970,THE TERRACES - FOPPOLO - SNOWS AND MOUNTAIN,75271590,Ivano,,Foppolo,46.04616,9.75714,Entire home/apt,90,2,9,2020-02-14,0.11,1,150,0,
20651798,LAGO ISEO / CASA CAROLINA,147686950,Cristina,,Fonteno,45.76205,10.03063,Entire home/apt,66,2,19,2023-04-25,0.23,1,273,0,
20686113,CASA DI CAMPAGNA KARLA',137358149,Carla,,Aviatico,45.78987,9.78976,Entire home/apt,100,7,16,2022-09-05,0.19,1,320,0,016015-CNI-00001
20718953,"""Azzurra"" a 15' da Aeroporto di Orio al Serio",67966487,Alessandro,,Bergamo,45.69161,9.70836,Private room,55,1,73,2024-03-13,0.97,3,0,5,CIR 016024-CNI-00198
20734861,Academia Residence,148490198,Nuala,,Bergamo,45.70301,9.67448,Private room,,1,82,2023-07-07,0.99,3,180,1,016024-CIM-00440
20767678,Chalet Luisa,115942143,Mirko,,Oltre il Colle,45.892,9.78427,Entire home/apt,76,3,30,2023-09-15,0.41,1,50,1,
20785099,CasaTiziana,148973590,Angela Tiziana,,Sovere,45.81737,10.0247,Entire home/apt,40,1,71,2024-06-14,0.90,1,304,16,
20827955,GREAT ACCOMODATION FOR GROUP TOWN CENTER,10271712,Marica,,Bergamo,45.69154,9.66643,Entire home/apt,190,3,5,2023-06-13,0.07,3,262,0,
20846856,Traditional Italian House-relax and enjoy,14751228,Agnese,,Gandosso,45.65579,9.89062,Entire home/apt,78,4,61,2024-06-22,0.74,1,88,12,016109-LNI-00001 / T02679
20885747,Modern & Central apartment in Bergamo (with Wifi!),29813548,Enrico,,Bergamo,45.69408,9.67955,Entire home/apt,110,4,51,2023-12-29,0.62,2,339,6,
21108710,Private Room+bathroom near Airport,107663285,Giancarlo,,Ciserano,45.58205,9.5965,Private room,250,1,1,2017-10-11,0.01,1,87,0,
21321731,Casa Vacanze Valtorta,70984110,Fabrizio,,Valtorta,45.97498,9.54907,Entire home/apt,90,3,0,,,1,87,0,
21354860,Incantevole appartamento estate/inverno.,108529489,Riccardo,,Gromo,45.96977,9.95092,Entire home/apt,55,5,3,2019-08-20,0.04,1,296,0,
21480714,LA CASA NEL BORGO,34522599,Annalisa,,Bergamo,45.69345,9.66192,Entire home/apt,130,1,32,2024-06-27,0.43,1,306,8,3207228276
21501152,Vacanza  lago di Endine  4,156213455,Livio,,Ranzanico,45.7721,9.93528,Entire home/apt,70,3,14,2023-08-10,0.18,2,62,3,
21509415,Splendido appartamento spazioso e accogliente!,156293493,Matteo E Agnese,,Castione della Presolana,45.90891,10.03521,Entire home/apt,80,3,22,2023-08-27,0.28,1,156,3,
21676840,Ginevra Rooms Boutique Hotel - Vacheron Room,157783894,Ginevra Rooms,,Bergamo,45.69825,9.667108,Private room,133,1,136,2024-05-08,1.77,4,197,18,
21676841,Ginevra Rooms Boutique Hotel - Cartier Room,157783894,Ginevra Rooms,,Bergamo,45.69942,9.66683,Private room,120,1,13,2024-01-27,0.37,4,194,1,
21676842,Ginevra Rooms Boutique Hotel - Rolex,157783894,Ginevra Rooms,,Bergamo,45.69787,9.66623,Private room,185,1,32,2024-05-26,0.42,4,178,4,
21676844,Ginevra Rooms Boutique Hotel - Patek Suite,157783894,Ginevra Rooms,,Bergamo,45.6987,9.66809,Private room,128,1,20,2024-04-19,0.26,4,188,1,
21678872,Cozy flat with Swimming pool,7457450,Ezio,,Entratico,45.70427,9.87693,Entire home/apt,38,4,27,2024-06-14,0.35,6,278,15,016094-CNI-00001
21698153,Le mura,140257618,Monica,,Bergamo,45.68785,9.65885,Private room,,1,1,2018-11-05,0.01,2,0,0,
21735947,Bergamo Centro,104440537,Maria,,Bergamo,45.69035,9.66219,Entire home/apt,75,3,38,2024-04-14,0.48,5,211,9,016024 cni00226
21742362,Agriturismo Trapletti - Alloggio lampone,35078051,Tiziana,,Serina,45.88695,9.72313,Entire home/apt,78,3,4,2024-01-03,0.06,3,222,1,
21779063,Casa accogliente su 2 piani in Val Seriana,58447611,Alessandro,,Villa d'Ogna,45.90196,9.92431,Entire home/apt,95,2,6,2020-01-06,0.08,1,180,0,
21819582,Spacious & Bright apartment,5640132,Mario,,Bergamo,45.70107,9.68243,Entire home/apt,47,1,332,2024-06-14,4.24,1,305,56,
21842069,Panoramic apartment - landscape between vineyards,7457450,Ezio,,Entratico,45.70427,9.87693,Entire home/apt,43,4,44,2024-06-14,0.56,6,267,15,016094-CNI-00001
21872316,Casa Rossa Presolana,159555502,Ulisse,,Castione della Presolana,45.92405700683594,10.069328308105469,Entire home/apt,107,1,3,2024-03-10,0.17,1,58,1,Cir 016064-LNI-00004
21891735,"Lovely house close to nature, Bergamo, OrioAirport",158421814,Cristian,,Alzano Lombardo,45.74309,9.71838,Entire home/apt,71,2,45,2024-05-23,0.58,1,263,8,
21945310,Home  Iseo Lake     CIR-016033-CIM00043,155555515,Marcello,,Bossico,45.83001,10.04289,Entire home/apt,70,2,24,2024-06-20,0.36,4,196,14,
21996421,Bed and Breakfast Ai Ruc,160615273,Marco,,Piazza Brembana,45.95042,9.67549,Private room,74,1,4,2018-08-19,0.05,1,53,0,
22027640,Exclusive house with airco: Wide view on Lake Iseo,74585948,Patrick,,Tavernola Bergamasca,45.69697,10.04812,Entire home/apt,157,3,28,2024-06-06,0.38,3,102,2,016211-CNI-00023
22032100,Beautiful Central Room (dedicated to V. Woolf),160875171,Chiara,,Bergamo,45.69672,9.6769,Hotel room,85,1,27,2024-04-17,0.34,9,120,2,
22033503,Very large Family Suite in Bergamo City Centre,160875171,Chiara,,Bergamo,45.6973,9.67579,Hotel room,170,1,100,2024-04-20,1.27,9,187,40,
22033749,Cozy Central Suite (with breakfast and more),160875171,Chiara,,Bergamo,45.69731,9.677,Hotel room,90,1,37,2024-03-29,0.47,9,122,1,
22034337,Gorgeous Suite in centre,160875171,Chiara,,Bergamo,45.69673,9.67754,Hotel room,90,1,26,2024-04-21,0.33,9,74,3,
22034597,Spacious Central Suite,160875171,Chiara,,Bergamo,45.6979,9.67496,Hotel room,90,1,70,2024-04-16,0.88,9,129,11,
22096016,CAMELIA (Relais dei Mandorli),56950322,Relais Dei Mandorli,,Bergamo,45.68426,9.65524,Private room,150,1,0,,,6,167,0,
22140902,Villa Lago dei Cigni,159971482,Novasol,,Predore,45.67844,9.9954,Entire home/apt,686,1,17,2024-05-31,0.31,1,105,6,
22164301,B&B AMETISTA BERGAMO,23661141,B&B Ametista Bergamo,,Ponteranica,45.73576,9.66252,Hotel room,75,3,0,,,1,0,0,016169
22202526,Camera privata Tortora  in b&b Aurora,24438283,Francesca,,Bergamo,45.68611,9.68574,Private room,85,1,0,,,4,365,0,
22203299,LE KRAKEN charme & relax,162244384,Annachiara,,Bergamo,45.70216,9.66752,Entire home/apt,141,1,188,2024-06-03,2.37,1,40,15,
22235758,LA VALLETTA MAISON VILLA CON PISCINA BERGAMO,162483922,Mario,,Ponteranica,45.73378,9.65425,Entire home/apt,493,4,9,2024-06-18,0.12,1,1,2,
22405646,Camera Verde privata in B&b Aurora,24438283,Francesca,,Bergamo,45.68501,9.68527,Private room,85,1,8,2024-04-19,0.34,4,89,2,
22419354,Camera privata ROSA in b&b Aurora Bergamo,24438283,Francesca,,Bergamo,45.68634,9.68689,Private room,85,1,4,2023-03-19,0.06,4,365,0,
22513176,DIMORA DEL RICCIO Un angolino di paradiso in Città,16917350,Marcella,,Bergamo,45.71211,9.65918,Entire home/apt,,3,8,2022-09-12,0.10,2,0,0,
22524626,My Home For You - Tasso Luxury Suite,32414538,Silvia,,Bergamo,45.69804,9.67536,Entire home/apt,168,1,46,2022-01-02,0.59,5,0,0,016024-CIM-00399
22525491,"sweet home ""la mansarda"" CIR 016201-CNI-00004",165387752,Silvia,,Songavazzo,45.87903,9.98926,Entire home/apt,30,1,8,2024-03-17,0.10,5,180,1,
22605215,BergamHome Apartment,51592861,Dario,,Bergamo,45.69498,9.67341,Entire home/apt,127,2,208,2024-06-22,2.66,1,141,34,
22666856,Casa con vista spettacolare sul Lago d'Iseo,166988264,Gianmaria,,Predore,45.68235,10.01996,Entire home/apt,75,3,19,2022-04-25,0.26,1,149,0,
22742518,Casa Vacanza - “RESIDENCE LAGO DI ENDINE”,147998438,Patricia,,Monasterolo del Castello,45.76717,9.93161,Entire home/apt,156,5,12,2023-09-16,0.17,1,103,2,CIR Codice Identificativo Regionale : 016137-CNI-00004
22805179,DOLCE VITA Città Alta...,168499308,Virginia,,Bergamo,45.70599,9.66541,Entire home/apt,,3,12,2023-07-26,0.15,1,0,1,
22877171,Bgy Central Apartment- Studio,169278209,Enrico,,Bergamo,45.69408,9.67049,Entire home/apt,116,1,216,2024-01-11,2.84,4,61,8,016024-cim00439
22878553,IseoLakeRental - Vacanza Romantica 2,169288873,Gisella,,Riva di Solto,45.77422332763672,10.037537574768066,Entire home/apt,220,4,30,2024-06-23,0.40,3,108,4,016180-CNI-00025
22880222,IseoLakeRental - Vacanza Romantica - Studio,169288873,Gisella,,Riva di Solto,45.77422332763672,10.037537574768066,Entire home/apt,198,3,71,2024-06-26,1.01,3,67,13,016180-CNI-00025
22881919,Bgy Central Apartments- 2 Bedrooms apartment,169278209,Enrico,,Bergamo,45.69368,9.67027,Entire home/apt,190,1,179,2024-05-20,2.35,4,84,27,016024-cim00439
22939097,Villetta accogliente,169892481,Mariabelem,,Curno,45.68851,9.60387,Private room,60,1,8,2019-04-14,0.11,2,356,0,
22967526,Cosy Central Flat,104440537,Maria,,Bergamo,45.69035,9.66219,Entire home/apt,75,3,34,2022-09-25,0.44,5,225,0,016024 cni 00254
23047907,Agricamera Calendula,122095665,Sara,,Zanica,45.63734,9.67105,Private room,83,1,7,2024-04-20,0.12,3,257,3,CIR: 016207-AGR-00001
23135812,Central Hostel - quadruple room - private bathroom,165665231,Central Hostel,,Bergamo,45.69328,9.66905,Private room,,1,26,2024-05-19,0.41,2,159,4,016024-OST-00002
23136947,Central Hostel Bg - twin room - private bathroom,165665231,Central Hostel,,Bergamo,45.69358,9.66918,Private room,88,1,81,2024-06-08,1.05,2,157,13,
23137078,Privat Room - taxi service,4746142,Andrea,,Bergamo,45.69813,9.67785,Private room,42,2,559,2024-06-14,7.19,6,87,78,
23142048,Sleep Easy -1- Near the station - Airport bus,171989676,Marta,,Bergamo,45.68887,9.67005,Private room,58,1,572,2024-06-25,7.40,4,30,111,016024-FOR-00326
23143077,"CasaM,  200 mq di design nel cuore di Città Alta.",171997446,Chiara,,Bergamo,45.70446,9.66075,Entire home/apt,372,1,36,2023-03-27,0.48,2,162,0,
23145415,La Rosa Scarlatta - Upper town apartments 8 guests,9180947,Rita,,Bergamo,45.70199,9.67226,Entire home/apt,239,2,15,2024-04-07,0.20,6,200,2,
23157633,VILLA FENIX OSIO SOTTO MINIAPPARTAMENTO SPIGONARDO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,93,1,1,2022-09-17,0.05,17,346,0,
23157845,VILLA FENIX OSIO SOTTO CAMERA CANNELLA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,83,1,0,,,17,339,0,
23158030,VILLA FENIX OSIO SOTTO CAMERA INCENSO,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,73,1,2,2022-12-18,0.09,17,350,0,
23158202,VILLA FENIX OSIO SOTTO CAMERA MIRRA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,73,1,0,,,17,351,0,
23158341,VILLA FENIX OSIO SOTTO CAMERA RESINA,170625620,Villa Fenix,,Osio Sotto,45.60332,9.59236,Private room,83,1,0,,,17,347,0,
23260882,"Fronte Piste, Seggiovia Vista magnifica",683037,Diego,,Valbondione,46.02424,10.0124,Entire home/apt,60,14,4,2023-08-26,0.06,1,155,1,
23280588,Trilocale a Carona,166365922,Valeria,,Carona,46.02176,9.78452,Entire home/apt,80,7,3,2021-08-06,0.04,1,208,0,
23281502,The Sundial - A wonderful house on the lakeshore,173326014,Bruno,,Riva di Solto,45.77425,10.04013,Entire home/apt,,10,6,2023-08-08,0.08,1,4,1,016180-CNI-00039
23282087,Appartamento in montagna (Clusone),172795484,Linda,,Clusone,45.89532,9.93667,Entire home/apt,50,2,2,2020-01-02,0.03,1,179,0,
23317543,2nd Floor,16500367,Paola,,Lovere,45.81703,10.07536,Entire home/apt,129,1,117,2024-05-15,1.53,5,313,8,
23354432,Apartment with Garden & Terrace,39926240,Andrea,,Romano di Lombardia,45.51541,9.76183,Entire home/apt,78,1,53,2024-05-29,0.71,1,25,4,BG001793
23367606,Chalet Tre Santelle Bossico 016033 CNI00033T00589,174153336,Marco,,Bossico,45.82995,10.04052,Entire home/apt,160,1,83,2024-06-09,1.13,1,109,19,
23447344,Splendido Chalet immerso nella natura a Serina,6891668,Stefania,,Serina,45.85787,9.72437,Entire home/apt,125,2,0,,,1,90,0,
23481080,piccolo rifugio/small shelter,174622421,Alexis,,Seriate,45.684109943227035,9.715292975306511,Entire home/apt,64,2,5,2024-04-16,0.07,1,333,2,016198
23576194,"MammaMia, quiet, cozy, spacious home in Old Town",176207735,Renata,,Bergamo,45.70607,9.65955,Entire home/apt,147,2,42,2024-05-06,0.56,1,166,7,CIR: 016024-CIM-00437
23590538,Villa Paradise - Iseo Lake,176366179,Laura,,Solto Collina,45.7889,10.02643,Entire home/apt,450,5,28,2023-09-17,0.39,2,310,5,
23591610,Casa con giardino e posto auto vicino a Bergamo,175201447,Priska,,Montello,45.67116,9.81132,Entire home/apt,60,2,330,2024-06-17,4.30,1,206,47,016139-cni-00001
23591798,Bgy Central Apartments Full,169278209,Enrico,,Bergamo,45.69368,9.67027,Entire home/apt,260,1,93,2024-06-03,1.24,4,52,21,016024-cim00439
23601380,Lake Iseo in Esmate: La Casa delle Fate,176500991,Giulia,,Solto Collina,45.79022,10.02659,Entire home/apt,130,4,5,2022-08-11,0.08,1,68,0,
23617190,La Casina nella Valle,176697303,Fabio,,Serina,45.85601,9.72026,Entire home/apt,95,2,110,2024-06-28,1.45,1,319,18,CIR: 016199-CNI-00010
23641790,Charming house in the heart of Bergamo,176954604,Giuseppe,,Bergamo,45.69251,9.6624,Entire home/apt,109,2,74,2024-06-03,0.97,1,69,7,
23658878,Sallupo Apartment,177130697,Sallupo,,Bergamo,45.70142,9.67314,Entire home/apt,89,3,99,2024-06-11,1.30,1,269,12,
23666448,Residenza al Castello,173525849,Mariagrazia,,Rogno,45.84851,10.11212,Entire home/apt,65,6,44,2024-05-25,0.61,2,180,10,
23666768,Villa Lorenzo,173525849,Mariagrazia,,Rogno,45.84676,10.11119,Entire home/apt,79,6,20,2024-04-28,0.28,2,274,4,
23735071,VILLA SERENA B&B,175657836,Lilia,,Dalmine,45.65147,9.58971,Private room,3000,1,1,2018-04-20,0.01,1,365,0,
23742606,camera quadrupla con bagno privato,19098277,Martina,,Bergamo,45.69392,9.64946,Private room,78,2,25,2024-05-26,0.33,3,76,2,
23802854,Angela's treat -La chicca di Angela,137784101,Angela,,Bergamo,45.69779,9.67537,Entire home/apt,80,3,221,2024-06-15,2.93,1,56,51,
23835375,Le Viaggiatrici,23287367,Daniela E Loretta,,Riva di Solto,45.78011,10.04431,Entire home/apt,124,3,76,2024-06-25,1.02,2,68,9,CIR   016180-LNI-00014
23909136,Beautiful House,139431279,Elisabetta,,Romano di Lombardia,45.5208,9.74363,Private room,50,5,6,2022-09-24,0.08,1,89,0,
24049243,Beautiful apartment in Val brembana - Cusio,7951262,Davide,,Cusio,45.99309,9.599,Entire home/apt,60,14,0,,,1,122,0,
24056326,Nice and cozy studio with mezzanine,121445435,Francesco,,Riva di Solto,45.78202,10.04599,Entire home/apt,75,2,16,2024-03-17,0.23,5,73,3,016180-CIM 00016
24121501,Sleep Easy -2- Near the Station - Airport bus,171989676,Marta,,Bergamo,45.68834,9.6725,Private room,58,1,575,2024-06-24,7.57,4,29,90,016024-FOR-00326
24127514,Casa Eleonora a Lizzola,123906622,Sabrina,,Valbondione,46.02301,10.01787,Entire home/apt,60,1,84,2024-05-21,1.15,1,162,18,CIR 016223-CNI-00002
24199715,Alba,138516320,Sabrina,,Selvino,45.78088,9.74566,Entire home/apt,128,1,7,2024-04-02,0.17,1,45,3,
24214107,"sweet home ""la terrazza""  CIR 016201-CNI-00004",165387752,Silvia,,Songavazzo,45.879,9.98795,Entire home/apt,,1,12,2024-04-23,0.18,5,0,3,
24288149,Comfortable and convenient,57969961,Momoo,,Casazza,45.74342,9.90928,Shared room,196,1,0,,,1,365,0,
24300518,Completely surrounded by greenery,122336272,Massimo,,Oltre il Colle,45.91078,9.79852,Entire home/apt,18,7,5,2019-08-22,0.07,1,298,0,
24322393,La casa di Melody,82462649,Paola,,Bergamo,45.69429,9.64555,Entire home/apt,65,3,103,2024-06-19,1.36,1,90,11,CIR 016024-CNI-00334
24323906,Appartamento Miro,176175276,Roberto,,San Pellegrino Terme,45.8411,9.66872,Entire home/apt,84,1,97,2024-05-05,1.28,1,77,16,CIR 016190_FOR_0001
24344255,Iseo Lake Apartments Mansarda,77857195,Bertola,,Castro,45.80288,10.06694,Entire home/apt,,1,2,2022-02-27,0.03,2,318,0,
24345932,Iseo Lake Apartments Borgo,77857195,Bertola,,Castro,45.80298,10.06674,Entire home/apt,120,1,9,2024-01-07,0.19,2,326,5,
24346306,LA CASA DI CAROLINA,13288668,Giorgio,,Bergamo,45.69732,9.6655,Entire home/apt,71,3,123,2024-06-24,1.63,1,248,25,CIR016024 CNI00242
24383589,Aeroporto Orio al Serio-Orio Center-DANY'S HOUSE,56973274,Danila,,Azzano San Paolo,45.66228,9.67461,Entire home/apt,55,1,289,2024-06-18,3.83,1,108,48,016016-BEB-00004
24425119,Oasi - modern apartment,184431357,Margherita,,Bergamo,45.71652,9.67765,Entire home/apt,70,2,16,2022-12-03,0.21,1,180,0,
24482367,Underoof,110020464,Sole,,Clusone,45.88932,9.94593,Entire home/apt,1000,1,9,2019-08-17,0.13,2,87,0,
24504774,Bilocale in pineta vista panoramica,185120757,Maria Daniela,,Piazzatorre,45.99567,9.70153,Entire home/apt,70,3,28,2024-02-18,0.39,1,66,2,
24528621,"Apt. in historic centre: space, light & style!",13626676,Jacopo,,Bergamo,45.69263,9.66334,Entire home/apt,64,1,383,2024-06-25,5.08,2,256,108,
24529203,Charming Modern rooms 1 in Bergamo,134937,Elena,,Bergamo,45.71026,9.67711,Private room,200,1,2,2023-04-20,0.08,10,180,0,
24571343,Baita nel verde,147914483,Veronica,,Serina,45.85716,9.73377,Entire home/apt,100,1,26,2024-06-17,2.27,1,302,26,016199-CIN-00019
24596814,Two floors apartment in Bergamo city center,109686145,Alessandro,,Bergamo,45.70087,9.67079,Entire home/apt,322,1,119,2024-06-24,1.60,1,309,31,016024-CNI-00252
24738657,Casa soleggiata sull'Altopiano,161169842,Ornella,,Clusone,45.89063,9.95117,Entire home/apt,82,1,55,2024-04-07,0.87,1,105,4,016077-CNI-00017
24739684,Villa con Piscina Privata,10343355,Marco,,Brusaporto,45.67295,9.76272,Entire home/apt,50,2,23,2024-05-31,0.31,1,307,1,
24764577,PORTION OF APARTMENT in Ponte Nossa (Bg) Italy,187236768,Andrea,,Ponte Nossa,45.86645,9.88452,Private room,90,1,0,,,1,173,0,
24765103,"🏔Silvia’s house, trilocale accogliente🎿",72929586,Silvia,,Carona,46.02191,9.78248,Entire home/apt,81,2,45,2024-03-14,0.62,1,250,12,
24788873,Vista lago d'Iseo - Appartamento La Collina,507683463,Ludmilla,,Riva di Solto,45.779760086654484,10.04342220302167,Entire home/apt,102,2,17,2024-06-23,1.14,1,6,11,Codice struttura T01827 (CIR) 016180-CNI-00052
24804366,Central House Bergamo,187489411,Alessandra,,Bergamo,45.69266,9.67056,Entire home/apt,,1,40,2023-05-15,0.58,1,0,0,016024-CIM-00517
24825656,Privat Room - taxi service c,4746142,Andrea,,Bergamo,45.69811,9.67772,Private room,41,2,410,2024-06-13,5.47,6,103,68,
24877345,"Attico, vista città alta zona stadio Cod.H00707",22931613,Lorella,,Bergamo,45.71535,9.67781,Entire home/apt,,2,108,2024-06-22,1.45,1,1,34,016024-BEB-00225
24889359,Casa allegra,169892481,Mariabelem,,Curno,45.68966,9.6024,Private room,180,1,4,2019-04-11,0.05,2,363,0,
24931312,casa campagna con giardino privato area benessere,1122205,Corinne,,Roncola,45.77858,9.56275,Entire home/apt,135,1,10,2024-05-29,0.16,11,322,4,016185-For-00001 S00118
25001120,Anemone. Monolocale con terrazzo vista collina.,188756408,Residence Perlago,,Predore,45.6796,10.01896,Entire home/apt,,2,13,2022-07-21,0.17,6,5,0,
25096558,Bilocale nel borgo di Santa Caterina,20428927,Alexandra/Giuseppe,,Bergamo,45.70389,9.68478,Entire home/apt,102,2,27,2023-12-28,0.37,6,324,2,016024-CIM-00458
25128376,Feel at HOME - CASA ALEXANDRA,131153491,Feel At Home,,Lovere,45.81803,10.07353,Entire home/apt,57,2,19,2023-07-16,0.26,20,327,2,
25130770,Attico Esmeralda,147907214,Adela,,Clusone,45.88618,9.94616,Entire home/apt,74,5,11,2023-07-09,0.15,1,306,2,
25131896,Holiday house Eddy,189088099,Edoardo,,Bergamo,45.7068,9.67782,Entire home/apt,68,1,483,2024-06-12,6.52,1,72,70,
25168031,Exotic Suite in the city centre of Bergamo,160875171,Chiara,,Bergamo,45.69632,9.67744,Hotel room,90,1,19,2024-04-17,0.32,9,126,4,
25168383,Surrealist Suite in Bergamo city centre,160875171,Chiara,,Bergamo,45.6967,9.67634,Hotel room,90,1,6,2024-04-09,0.08,9,85,1,
25168642,Suite Frida Kahlo in city centre,160875171,Chiara,,Bergamo,45.69792,9.67701,Hotel room,160,1,34,2024-04-25,0.49,9,178,11,
25168964,Central Flat with Pop Design,160875171,Chiara,,Bergamo,45.69618,9.67785,Entire home/apt,190,1,99,2024-04-30,1.33,9,179,37,
25258905,"Casa vacanze “IL PALAZZO""",190267551,Marie-Josée,,Monasterolo del Castello,45.76248,9.93111,Entire home/apt,50,6,11,2023-07-30,0.15,3,30,2,
25349074,Casa San Paolo,191422566,Duilio,,Sarnico,45.66615,9.95685,Entire home/apt,140,3,22,2023-10-03,0.31,2,68,9,
25425108,Al 23,56873849,Oliviero,,Bergamo,45.70396,9.66365,Entire home/apt,71,1,329,2024-06-11,4.49,2,229,66,016024-CNI-00280
25466905,characteristic independent mansard,105950768,Flavio,,Vedeseta,45.888508,9.544433,Entire home/apt,47,2,53,2024-06-02,0.72,1,119,10,
25522741,La Chiesina Casa Vacanze,192492585,Cinzia,,Bergamo,45.72294,9.665,Entire home/apt,130,2,68,2024-04-07,0.93,1,215,14,016021-CIM-00445
25543457,Casa del Pescatore,191422566,Duilio,,Sarnico,45.6676,9.95618,Entire home/apt,120,3,7,2023-08-07,0.20,2,66,1,
25554792,Casa Vacanza Leo - Ospedale Papa Giovanni XXIII,192797156,Alberto,,Bergamo,45.68083,9.64755,Entire home/apt,95,2,61,2024-06-15,0.84,1,146,28,
25561466,"MONOLOCALE  ""La Cascinetta"", 5km from Orio Airport",75133105,Federica,,Grassobbio,45.65687,9.72186,Entire home/apt,70,1,250,2023-10-16,4.12,1,128,12,
25606481,Casa Elena,133047923,Michele,,Monasterolo del Castello,45.76228,9.93839,Entire home/apt,70,5,4,2023-07-30,0.06,2,322,1,
25610872,Monolocale frontepiste Appartamentiflarida Foppolo,193030989,Flavio,,Foppolo,46.04277,9.75788,Entire home/apt,67,3,1,2022-08-19,0.04,2,159,0,016103-CNI-00008 T02419
25610873,Monolocale frontepiste Appartamentiflarida Foppolo,193030989,Flavio,,Foppolo,46.04277,9.75787,Entire home/apt,67,3,4,2024-03-10,0.14,2,159,2,016103-CNI-00009 T02420
25778425,Mansarda in montagna - Hideaway in the mountain,193731699,Chiara,,Rota d'Imagna,45.82718,9.51543,Entire home/apt,51,14,7,2023-08-29,0.10,4,107,3,
25811681,Deluxe central apartment,816380,Marcella,,Bergamo,45.6923,9.67459,Entire home/apt,132,1,43,2023-12-21,0.59,15,306,6,016024CNI00257
25945379,"B&B ""Callort""",195016470,Emilio,,Grone,45.73383,9.95426,Private room,114,2,6,2022-05-09,0.08,1,272,0,BG13928
26020420,"Casa Alpi Schilpario, loft Rododendro",140423569,Piera,,Schilpario,46.01092,10.15625,Entire home/apt,45,2,27,2024-06-01,0.38,4,22,9,016195-CIM-00014
26024656,BIKE HOUSE 1 silver,18217993,Claudia,,Seriate,45.685387,9.732184,Entire home/apt,140,1,35,2022-09-12,0.49,5,0,0,552051
26029512,Ca del Lac • delightful lakefront mini-apartment,195626251,Manuela,,Castro,45.8025,10.06546,Entire home/apt,119,1,52,2024-06-16,0.72,1,318,14,016065-CNI-00007
26161735,Appartamento tra bergamo e lecco (18 km)  .,157736771,Tania,,Caprino Bergamasco,45.7444,9.48096,Entire home/apt,60,3,3,2019-08-23,0.04,1,362,0,
26312368,"Casa Alpi Schilpario, loft Edelweiss",140423569,Piera,,Schilpario,46.00978,10.15596,Entire home/apt,47,2,18,2024-04-28,0.25,4,32,7,016195-CIM-00014
26345706,Vista spettacolare in appartamento di montagna,43424186,Paolo,,Ardesio,45.948,9.8982,Entire home/apt,93,1,10,2022-08-24,0.14,1,335,0,
26353471,Affittimoderni Bergamo Young,21763382,Compagnie Immobiliari Associate,,Bergamo,45.70429,9.69669,Entire home/apt,140,1,10,2022-09-15,0.18,13,185,0,016024-CIM-00485
26435705,"Appartamento Prada
CODICE CIR 016093-CIM-00005",198784284,Simone,,Endine Gaiano,45.78847,9.98797,Entire home/apt,120,2,7,2023-01-08,0.19,1,347,0,
26463666,B&B la Dina,198856341,Marianna,,Vilminore di Scalve,45.99607,10.09413,Private room,55,1,6,2023-07-21,0.15,1,223,1,
26491495,Appartamento schilpario 4/5 posti letto,29315508,Manfredo,,Schilpario,46.008,10.15897,Entire home/apt,46,1,0,,,1,326,0,
26515528,Clivo CIR 016200CNI00015,174900836,Ezio,,Solto Collina,45.78149,10.02836,Entire home/apt,100,2,8,2023-09-03,0.12,1,158,3,"N. Catastale: Sezione SO, Foglio 12, Particella 1753, Sub 703"
26579888,"sweet home ""il panorama"" CIR 016201-CNI-00004",165387752,Silvia,,Songavazzo,45.87894,9.98982,Entire home/apt,50,2,1,2020-09-07,0.02,5,180,0,
26580231,Casa Berizzi - City Center,38999261,Alessandro,,Bergamo,45.69954,9.66992,Entire home/apt,130,2,174,2024-06-05,2.41,2,186,22,016024-CNI-00399
26628060,DomusBergamo - Bon bon Apartment,200168308,Alice,,Bergamo,45.69704,9.68203,Entire home/apt,79,2,158,2024-06-27,2.22,2,58,22,016024-CNI-00292
26682315,Appartamento in villa,4674728,Silvia,,Cerete,45.86595,9.9963,Entire home/apt,54,30,3,2022-08-28,0.05,1,348,0,
26724441,"Villa Cesarina, Vallio Terme, Salo'( Camera Blu)",29202750,Elisabetta,,Calcio,45.47907,9.84524,Private room,57,1,5,2023-10-06,0.07,1,0,1,
26734429,Casa dell'Acquerello (CIR  016024-CIM-00530),201023625,Casa,,Bergamo,45.69287,9.6303,Entire home/apt,1000,14,1,2018-08-18,0.01,1,179,0,016024-CMI-00530
